,job,education,contact
3821,blue-collar,secondary,unknown
3822,blue-collar,primary,unknown
3823,admin.,secondary,unknown
3824,technician,unknown,unknown
3825,technician,secondary,cellular
3826,admin.,secondary,cellular
3827,management,tertiary,cellular
3828,blue-collar,unknown,cellular
3829,admin.,secondary,unknown
3830,technician,tertiary,unknown
3831,management,tertiary,cellular
3832,technician,secondary,unknown
3833,admin.,secondary,cellular
3834,self-employed,secondary,cellular
3835,housemaid,tertiary,cellular
3836,technician,secondary,cellular
3837,blue-collar,unknown,unknown
3838,blue-collar,secondary,unknown
3839,technician,secondary,cellular
3840,blue-collar,secondary,telephone
3841,technician,secondary,cellular
3842,management,tertiary,cellular
3843,unknown,primary,cellular
3844,admin.,secondary,cellular
3845,blue-collar,secondary,unknown
3846,admin.,secondary,cellular
3847,unemployed,secondary,telephone
3848,management,tertiary,cellular
3849,blue-collar,secondary,unknown
3850,blue-collar,primary,telephone
3851,admin.,secondary,cellular
3852,admin.,secondary,cellular
3853,technician,secondary,cellular
3854,technician,tertiary,cellular
3855,technician,secondary,cellular
3856,housemaid,primary,cellular
3857,entrepreneur,tertiary,cellular
3858,admin.,secondary,unknown
3859,blue-collar,primary,telephone
3860,services,secondary,cellular
3861,services,secondary,cellular
3862,retired,secondary,cellular
3863,technician,secondary,cellular
3864,technician,secondary,cellular
3865,services,secondary,cellular
3866,blue-collar,secondary,unknown
3867,management,tertiary,cellular
3868,admin.,secondary,cellular
3869,management,tertiary,cellular
3870,blue-collar,primary,cellular
3871,unemployed,secondary,unknown
3872,services,secondary,cellular
3873,management,unknown,unknown
3874,student,tertiary,cellular
3875,housemaid,secondary,telephone
3876,blue-collar,secondary,cellular
3877,unknown,secondary,telephone
3878,blue-collar,secondary,unknown
3879,admin.,tertiary,cellular
3880,management,tertiary,unknown
3881,technician,secondary,telephone
3882,management,tertiary,cellular
3883,admin.,secondary,cellular
3884,self-employed,tertiary,cellular
3885,entrepreneur,secondary,cellular
3886,management,tertiary,unknown
3887,management,tertiary,cellular
3888,technician,secondary,cellular
3889,management,tertiary,telephone
3890,services,primary,cellular
3891,self-employed,secondary,unknown
3892,admin.,tertiary,unknown
3893,blue-collar,secondary,unknown
3894,management,tertiary,cellular
3895,technician,secondary,cellular
3896,blue-collar,primary,cellular
3897,management,primary,unknown
3898,blue-collar,primary,unknown
3899,management,tertiary,cellular
3900,admin.,secondary,unknown
3901,admin.,secondary,unknown
3902,blue-collar,secondary,cellular
3903,blue-collar,primary,unknown
3904,admin.,secondary,unknown
3905,blue-collar,secondary,unknown
3906,blue-collar,primary,unknown
3907,management,tertiary,cellular
3908,technician,tertiary,cellular
3909,management,tertiary,cellular
3910,admin.,secondary,cellular
3911,management,secondary,unknown
3912,management,secondary,unknown
3913,management,primary,cellular
3914,technician,tertiary,cellular
3915,management,tertiary,cellular
3916,entrepreneur,tertiary,cellular
3917,technician,secondary,cellular
3918,technician,secondary,cellular
3919,housemaid,tertiary,unknown
3920,technician,secondary,cellular
3921,entrepreneur,tertiary,cellular
3922,blue-collar,secondary,cellular
3923,retired,primary,cellular
3924,services,secondary,cellular
3925,technician,secondary,cellular
3926,retired,primary,cellular
3927,management,tertiary,unknown
3928,blue-collar,secondary,unknown
3929,housemaid,unknown,cellular
3930,retired,secondary,cellular
3931,admin.,secondary,cellular
3932,management,tertiary,cellular
3933,services,secondary,unknown
3934,management,tertiary,cellular
3935,management,tertiary,cellular
3936,management,tertiary,cellular
3937,housemaid,primary,cellular
3938,services,secondary,unknown
3939,blue-collar,secondary,cellular
3940,student,secondary,cellular
3941,blue-collar,primary,unknown
3942,management,primary,cellular
3943,services,secondary,cellular
3944,management,tertiary,cellular
3945,entrepreneur,tertiary,unknown
3946,admin.,secondary,unknown
3947,blue-collar,secondary,unknown
3948,management,tertiary,cellular
3949,housemaid,primary,cellular
3950,blue-collar,secondary,unknown
3951,technician,secondary,cellular
3952,blue-collar,primary,cellular
3953,management,tertiary,cellular
3954,services,secondary,cellular
3955,services,secondary,cellular
3956,self-employed,tertiary,cellular
3957,entrepreneur,tertiary,cellular
3958,management,tertiary,cellular
3959,retired,primary,unknown
3960,technician,tertiary,cellular
3961,admin.,tertiary,cellular
3962,blue-collar,primary,cellular
3963,unknown,unknown,cellular
3964,management,secondary,unknown
3965,retired,primary,unknown
3966,technician,secondary,cellular
3967,technician,secondary,telephone
3968,management,tertiary,cellular
3969,self-employed,primary,unknown
3970,management,tertiary,cellular
3971,blue-collar,primary,unknown
3972,self-employed,secondary,cellular
3973,technician,secondary,cellular
3974,retired,primary,unknown
3975,services,secondary,unknown
3976,management,tertiary,cellular
3977,admin.,tertiary,cellular
3978,retired,tertiary,cellular
3979,management,tertiary,unknown
3980,blue-collar,secondary,unknown
3981,blue-collar,secondary,cellular
3982,management,tertiary,unknown
3983,technician,tertiary,cellular
3984,services,secondary,unknown
3985,blue-collar,primary,cellular
3986,unknown,tertiary,cellular
3987,services,secondary,cellular
3988,admin.,secondary,telephone
3989,blue-collar,tertiary,unknown
3990,unknown,secondary,cellular
3991,admin.,secondary,unknown
3992,admin.,tertiary,unknown
3993,management,tertiary,unknown
3994,entrepreneur,unknown,cellular
3995,blue-collar,secondary,cellular
3996,management,secondary,unknown
3997,technician,secondary,cellular
3998,management,tertiary,cellular
3999,services,secondary,cellular
4000,admin.,secondary,cellular
4001,technician,secondary,cellular
4002,technician,secondary,cellular
4003,student,secondary,unknown
4004,technician,secondary,cellular
4005,blue-collar,primary,cellular
4006,blue-collar,secondary,unknown
4007,entrepreneur,tertiary,unknown
4008,entrepreneur,secondary,unknown
4009,housemaid,secondary,cellular
4010,blue-collar,secondary,cellular
4011,technician,secondary,cellular
4012,admin.,tertiary,cellular
4013,technician,unknown,unknown
4014,admin.,secondary,unknown
4015,technician,secondary,unknown
4016,management,tertiary,unknown
4017,self-employed,tertiary,cellular
4018,technician,secondary,unknown
4019,technician,secondary,cellular
4020,management,secondary,cellular
4021,blue-collar,unknown,cellular
4022,admin.,secondary,cellular
4023,unemployed,secondary,cellular
4024,blue-collar,tertiary,unknown
4025,blue-collar,secondary,cellular
4026,self-employed,tertiary,cellular
4027,technician,tertiary,cellular
4028,admin.,unknown,cellular
4029,self-employed,secondary,cellular
4030,blue-collar,secondary,cellular
4031,services,secondary,unknown
4032,retired,secondary,cellular
4033,management,tertiary,cellular
4034,technician,secondary,cellular
4035,technician,secondary,cellular
4036,technician,secondary,cellular
4037,management,tertiary,unknown
4038,unknown,tertiary,cellular
4039,blue-collar,secondary,cellular
4040,entrepreneur,primary,telephone
4041,blue-collar,secondary,cellular
4042,technician,tertiary,cellular
4043,services,secondary,cellular
4044,blue-collar,secondary,cellular
4045,technician,secondary,cellular
4046,self-employed,tertiary,cellular
4047,retired,secondary,telephone
4048,admin.,secondary,cellular
4049,services,secondary,cellular
4050,technician,unknown,unknown
4051,retired,primary,telephone
4052,unemployed,primary,telephone
4053,admin.,secondary,cellular
4054,technician,secondary,cellular
4055,management,tertiary,cellular
4056,services,secondary,cellular
4057,blue-collar,secondary,unknown
4058,admin.,secondary,unknown
4059,technician,secondary,cellular
4060,admin.,secondary,cellular
4061,blue-collar,secondary,unknown
4062,management,secondary,unknown
4063,technician,secondary,cellular
4064,technician,tertiary,telephone
4065,retired,secondary,cellular
4066,services,secondary,telephone
4067,technician,secondary,cellular
4068,blue-collar,secondary,cellular
4069,services,secondary,unknown
4070,services,secondary,cellular
4071,admin.,secondary,cellular
4072,blue-collar,primary,unknown
4073,management,tertiary,unknown
4074,management,primary,unknown
4075,technician,secondary,unknown
4076,blue-collar,primary,cellular
4077,blue-collar,secondary,cellular
4078,management,tertiary,cellular
4079,entrepreneur,secondary,unknown
4080,blue-collar,primary,cellular
4081,management,secondary,unknown
4082,blue-collar,secondary,cellular
4083,management,tertiary,cellular
4084,unemployed,primary,unknown
4085,management,tertiary,cellular
4086,management,tertiary,unknown
4087,admin.,secondary,telephone
4088,blue-collar,primary,telephone
4089,blue-collar,secondary,cellular
4090,management,tertiary,cellular
4091,technician,secondary,cellular
4092,technician,secondary,cellular
4093,retired,tertiary,cellular
4094,technician,tertiary,cellular
4095,technician,secondary,cellular
4096,entrepreneur,tertiary,cellular
4097,technician,secondary,cellular
4098,technician,secondary,cellular
4099,management,tertiary,cellular
4100,management,tertiary,cellular
4101,blue-collar,primary,unknown
4102,management,tertiary,cellular
4103,management,tertiary,unknown
4104,services,secondary,unknown
4105,entrepreneur,secondary,cellular
4106,technician,secondary,cellular
4107,blue-collar,primary,cellular
4108,retired,primary,telephone
4109,blue-collar,primary,telephone
4110,management,tertiary,cellular
4111,services,secondary,unknown
4112,admin.,primary,telephone
4113,self-employed,tertiary,unknown
4114,blue-collar,secondary,unknown
4115,technician,secondary,cellular
4116,retired,unknown,unknown
4117,student,secondary,cellular
4118,self-employed,tertiary,unknown
4119,retired,secondary,cellular
4120,self-employed,tertiary,cellular
4121,management,tertiary,cellular
4122,technician,secondary,cellular
4123,blue-collar,primary,unknown
4124,self-employed,tertiary,cellular
4125,technician,secondary,cellular
4126,services,secondary,cellular
4127,technician,tertiary,unknown
4128,admin.,secondary,cellular
4129,technician,secondary,cellular
4130,management,tertiary,cellular
4131,management,tertiary,cellular
4132,technician,secondary,cellular
4133,management,secondary,cellular
4134,blue-collar,secondary,unknown
4135,unemployed,primary,telephone
4136,management,tertiary,cellular
4137,unknown,unknown,unknown
4138,housemaid,secondary,unknown
4139,blue-collar,secondary,unknown
4140,self-employed,primary,telephone
4141,management,tertiary,cellular
4142,technician,tertiary,cellular
4143,self-employed,tertiary,unknown
4144,blue-collar,secondary,cellular
4145,blue-collar,primary,cellular
4146,technician,secondary,unknown
4147,services,secondary,unknown
4148,entrepreneur,secondary,cellular
4149,management,tertiary,unknown
4150,technician,tertiary,cellular
4151,services,secondary,cellular
4152,student,secondary,cellular
4153,technician,secondary,cellular
4154,self-employed,secondary,cellular
4155,unknown,secondary,unknown
4156,entrepreneur,secondary,cellular
4157,retired,secondary,cellular
4158,blue-collar,primary,cellular
4159,unemployed,secondary,cellular
4160,retired,secondary,telephone
4161,self-employed,unknown,unknown
4162,technician,tertiary,telephone
4163,services,unknown,unknown
4164,blue-collar,primary,unknown
4165,management,tertiary,cellular
4166,technician,unknown,unknown
4167,blue-collar,primary,unknown
4168,admin.,secondary,cellular
4169,services,secondary,cellular
4170,self-employed,secondary,cellular
4171,blue-collar,primary,cellular
4172,services,secondary,unknown
4173,admin.,tertiary,cellular
4174,management,tertiary,cellular
4175,student,tertiary,cellular
4176,blue-collar,primary,unknown
4177,management,tertiary,unknown
4178,blue-collar,secondary,cellular
4179,blue-collar,secondary,unknown
4180,services,secondary,unknown
4181,technician,secondary,unknown
4182,blue-collar,secondary,cellular
4183,technician,tertiary,cellular
4184,management,tertiary,cellular
4185,management,tertiary,cellular
4186,technician,tertiary,cellular
4187,services,secondary,unknown
4188,blue-collar,primary,unknown
4189,technician,tertiary,cellular
4190,blue-collar,secondary,cellular
4191,management,tertiary,cellular
4192,management,secondary,unknown
4193,services,secondary,cellular
4194,services,secondary,cellular
4195,housemaid,tertiary,cellular
4196,blue-collar,secondary,cellular
4197,blue-collar,unknown,unknown
4198,management,tertiary,cellular
4199,blue-collar,secondary,cellular
4200,management,primary,telephone
4201,unemployed,secondary,cellular
4202,blue-collar,secondary,cellular
4203,management,tertiary,unknown
4204,blue-collar,primary,unknown
4205,services,secondary,unknown
4206,student,secondary,cellular
4207,technician,secondary,cellular
4208,technician,secondary,cellular
4209,services,secondary,cellular
4210,blue-collar,secondary,unknown
4211,blue-collar,secondary,cellular
4212,blue-collar,tertiary,telephone
4213,technician,secondary,cellular
4214,student,unknown,unknown
4215,unemployed,secondary,cellular
4216,admin.,secondary,cellular
4217,unemployed,tertiary,cellular
4218,management,tertiary,cellular
4219,housemaid,secondary,cellular
4220,blue-collar,secondary,unknown
4221,technician,unknown,unknown
4222,management,tertiary,unknown
4223,blue-collar,secondary,unknown
4224,retired,unknown,telephone
4225,unknown,unknown,telephone
4226,blue-collar,secondary,unknown
4227,blue-collar,primary,cellular
4228,blue-collar,secondary,unknown
4229,self-employed,tertiary,cellular
4230,management,tertiary,cellular
4231,services,secondary,cellular
4232,technician,secondary,cellular
4233,management,tertiary,cellular
4234,blue-collar,primary,cellular
4235,management,tertiary,cellular
4236,blue-collar,secondary,unknown
4237,technician,secondary,cellular
4238,technician,tertiary,cellular
4239,technician,secondary,cellular
4240,admin.,secondary,unknown
4241,technician,tertiary,cellular
4242,blue-collar,secondary,cellular
4243,management,tertiary,cellular
4244,admin.,secondary,cellular
4245,management,tertiary,cellular
4246,services,secondary,cellular
4247,management,tertiary,cellular
4248,blue-collar,primary,unknown
4249,admin.,tertiary,cellular
4250,management,tertiary,cellular
4251,management,tertiary,cellular
4252,entrepreneur,primary,unknown
4253,management,tertiary,cellular
4254,technician,secondary,cellular
4255,management,secondary,cellular
4256,housemaid,primary,cellular
4257,services,secondary,cellular
4258,management,tertiary,unknown
4259,services,secondary,cellular
4260,housemaid,unknown,telephone
4261,retired,secondary,cellular
4262,technician,secondary,cellular
4263,student,tertiary,cellular
4264,services,secondary,unknown
4265,blue-collar,secondary,cellular
4266,services,secondary,cellular
4267,services,primary,unknown
4268,services,secondary,cellular
4269,blue-collar,primary,cellular
4270,management,tertiary,cellular
4271,blue-collar,primary,cellular
4272,technician,tertiary,cellular
4273,management,secondary,cellular
4274,blue-collar,primary,unknown
4275,management,tertiary,cellular
4276,admin.,secondary,cellular
4277,technician,secondary,cellular
4278,admin.,secondary,cellular
4279,housemaid,unknown,telephone
4280,technician,secondary,unknown
4281,management,secondary,cellular
4282,admin.,secondary,cellular
4283,services,secondary,cellular
4284,self-employed,secondary,cellular
4285,admin.,tertiary,cellular
4286,admin.,tertiary,telephone
4287,technician,tertiary,telephone
4288,technician,secondary,cellular
4289,admin.,secondary,unknown
4290,services,tertiary,cellular
4291,services,secondary,unknown
4292,management,tertiary,cellular
4293,blue-collar,secondary,cellular
4294,services,secondary,unknown
4295,self-employed,tertiary,unknown
4296,admin.,secondary,cellular
4297,blue-collar,secondary,unknown
4298,admin.,secondary,cellular
4299,services,secondary,cellular
4300,retired,primary,cellular
4301,blue-collar,primary,cellular
4302,blue-collar,primary,cellular
4303,technician,secondary,cellular
4304,entrepreneur,primary,unknown
4305,services,tertiary,cellular
4306,technician,secondary,unknown
4307,admin.,secondary,unknown
4308,technician,secondary,unknown
4309,services,secondary,cellular
4310,management,tertiary,unknown
4311,admin.,secondary,unknown
4312,services,secondary,cellular
4313,admin.,secondary,unknown
4314,technician,secondary,cellular
4315,admin.,secondary,cellular
4316,blue-collar,unknown,unknown
4317,services,secondary,cellular
4318,blue-collar,secondary,cellular
4319,retired,secondary,telephone
4320,technician,secondary,telephone
4321,blue-collar,secondary,telephone
4322,blue-collar,secondary,unknown
4323,retired,primary,telephone
4324,management,tertiary,cellular
4325,blue-collar,secondary,cellular
4326,management,tertiary,cellular
4327,services,primary,unknown
4328,admin.,secondary,unknown
4329,blue-collar,primary,cellular
4330,management,tertiary,unknown
4331,management,tertiary,unknown
4332,student,secondary,cellular
4333,management,tertiary,unknown
4334,entrepreneur,secondary,telephone
4335,services,secondary,unknown
4336,blue-collar,secondary,unknown
4337,retired,unknown,telephone
4338,management,tertiary,cellular
4339,blue-collar,primary,cellular
4340,blue-collar,secondary,cellular
4341,technician,secondary,cellular
4342,blue-collar,unknown,telephone
4343,blue-collar,primary,cellular
4344,housemaid,tertiary,cellular
4345,technician,secondary,telephone
4346,technician,secondary,cellular
4347,admin.,secondary,cellular
4348,retired,tertiary,cellular
4349,retired,tertiary,cellular
4350,blue-collar,secondary,cellular
4351,management,secondary,cellular
4352,blue-collar,primary,cellular
4353,admin.,tertiary,cellular
4354,technician,tertiary,cellular
4355,management,tertiary,cellular
4356,admin.,secondary,unknown
4357,blue-collar,secondary,unknown
4358,admin.,secondary,cellular
4359,housemaid,tertiary,telephone
4360,management,tertiary,cellular
4361,management,tertiary,cellular
4362,technician,secondary,cellular
4363,blue-collar,secondary,cellular
4364,retired,secondary,cellular
4365,management,tertiary,cellular
4366,retired,secondary,unknown
4367,management,tertiary,cellular
4368,services,secondary,cellular
4369,technician,secondary,unknown
4370,blue-collar,primary,unknown
4371,services,secondary,unknown
4372,technician,secondary,cellular
4373,blue-collar,secondary,unknown
4374,services,primary,unknown
4375,services,secondary,cellular
4376,blue-collar,primary,unknown
4377,blue-collar,secondary,unknown
4378,housemaid,primary,unknown
4379,blue-collar,primary,unknown
4380,housemaid,secondary,cellular
4381,services,secondary,cellular
4382,services,secondary,cellular
4383,admin.,secondary,telephone
4384,management,tertiary,cellular
4385,entrepreneur,secondary,cellular
4386,management,tertiary,cellular
4387,blue-collar,secondary,cellular
4388,retired,primary,telephone
4389,management,tertiary,cellular
4390,blue-collar,secondary,cellular
4391,self-employed,secondary,cellular
4392,unemployed,secondary,cellular
4393,technician,tertiary,cellular
4394,blue-collar,secondary,cellular
4395,blue-collar,secondary,unknown
4396,retired,primary,cellular
4397,blue-collar,secondary,cellular
4398,retired,tertiary,cellular
4399,entrepreneur,secondary,unknown
4400,admin.,secondary,unknown
4401,entrepreneur,tertiary,cellular
4402,entrepreneur,primary,cellular
4403,housemaid,primary,unknown
4404,management,tertiary,cellular
4405,technician,secondary,unknown
4406,unemployed,secondary,cellular
4407,admin.,secondary,cellular
4408,blue-collar,secondary,unknown
4409,retired,secondary,cellular
4410,unemployed,secondary,cellular
4411,technician,primary,unknown
4412,management,tertiary,cellular
4413,retired,primary,cellular
4414,services,secondary,cellular
4415,blue-collar,primary,unknown
4416,blue-collar,secondary,cellular
4417,unemployed,tertiary,cellular
4418,management,tertiary,cellular
4419,technician,tertiary,unknown
4420,technician,secondary,cellular
4421,management,tertiary,unknown
4422,services,primary,cellular
4423,management,tertiary,cellular
4424,management,tertiary,unknown
4425,services,secondary,unknown
4426,admin.,tertiary,cellular
4427,self-employed,tertiary,cellular
4428,blue-collar,unknown,cellular
4429,unknown,primary,unknown
4430,management,tertiary,cellular
4431,blue-collar,primary,unknown
4432,management,secondary,unknown
4433,management,tertiary,cellular
4434,technician,secondary,cellular
4435,technician,secondary,telephone
4436,technician,tertiary,cellular
4437,management,tertiary,telephone
4438,admin.,secondary,unknown
4439,student,secondary,telephone
4440,blue-collar,primary,unknown
4441,management,tertiary,unknown
4442,blue-collar,primary,cellular
4443,management,tertiary,telephone
4444,technician,secondary,cellular
4445,blue-collar,primary,unknown
4446,student,secondary,telephone
4447,blue-collar,primary,cellular
4448,unemployed,secondary,unknown
4449,self-employed,secondary,unknown
4450,blue-collar,primary,unknown
4451,management,tertiary,cellular
4452,technician,secondary,cellular
4453,blue-collar,secondary,cellular
4454,management,tertiary,cellular
4455,blue-collar,secondary,cellular
4456,management,primary,cellular
4457,blue-collar,primary,unknown
4458,management,tertiary,cellular
4459,admin.,secondary,cellular
4460,technician,secondary,unknown
4461,services,secondary,unknown
4462,self-employed,secondary,cellular
4463,technician,secondary,cellular
4464,services,secondary,cellular
4465,management,tertiary,cellular
4466,management,secondary,cellular
4467,unemployed,secondary,cellular
4468,housemaid,primary,telephone
4469,management,tertiary,cellular
4470,technician,tertiary,unknown
4471,management,unknown,cellular
4472,blue-collar,primary,unknown
4473,technician,secondary,cellular
4474,blue-collar,primary,telephone
4475,blue-collar,secondary,unknown
4476,management,tertiary,cellular
4477,management,tertiary,cellular
4478,management,tertiary,cellular
4479,admin.,secondary,cellular
4480,blue-collar,primary,cellular
4481,services,secondary,cellular
4482,admin.,secondary,cellular
4483,technician,secondary,cellular
4484,management,tertiary,cellular
4485,blue-collar,primary,cellular
4486,blue-collar,primary,unknown
4487,entrepreneur,secondary,cellular
4488,unemployed,secondary,cellular
4489,management,tertiary,cellular
4490,admin.,secondary,unknown
4491,blue-collar,secondary,cellular
4492,technician,secondary,cellular
4493,technician,tertiary,unknown
4494,technician,secondary,unknown
4495,management,tertiary,telephone
4496,blue-collar,secondary,cellular
4497,entrepreneur,tertiary,cellular
4498,management,tertiary,unknown
4499,blue-collar,primary,cellular
4500,admin.,secondary,cellular
4501,management,tertiary,cellular
4502,services,secondary,cellular
4503,self-employed,primary,cellular
4504,blue-collar,secondary,cellular
4505,admin.,secondary,unknown
4506,unemployed,tertiary,cellular
4507,services,secondary,cellular
4508,admin.,unknown,unknown
4509,technician,tertiary,cellular
4510,technician,secondary,unknown
4511,blue-collar,secondary,unknown
4512,blue-collar,secondary,unknown
4513,blue-collar,secondary,cellular
4514,blue-collar,secondary,cellular
4515,services,secondary,cellular
4516,services,secondary,cellular
4517,self-employed,tertiary,unknown
4518,technician,secondary,cellular
4519,blue-collar,secondary,cellular
4520,entrepreneur,tertiary,cellular
